text,label,pro_text_no_angka
"pertama kalinya datang ke eatalia , saya datang bersama dengan teman dan 1 orang anak . tidak memsungkan ketika memlilih makanan untuk anak karena di sini menyediakan menu dengan porsi anak . kami memesan cheese bacon deluxe , pizza dengan roti berwarna hitam . untuk keseluruhan menu yang saya pesan tidak mengecewakan .",positive,pertama kali datang ke eatalia saya datang sama dengan teman dan   orang anak tidak memsungkan ketika memlilih makan untuk anak karena di sini sedia menu dengan porsi anak kami mes cheese bacon deluxe pizza dengan roti warna hitam untuk seluruh menu yang saya pesan tidak kecewa
"rasanya lumayan . sambel nya juga enak . apalagi disajikan 3 macam model begitu . terus banyak pilihan sih sebenarnya mau makan apa di sini . mau gurame , mau kakap , bawal , kerang , cumi , udang . macem-macem deh . asal jangan pesan ikan kembung saja . tidak ada di sini .",positive,rasa lumayan sambal nya juga enak apalagi saji   macam model begitu terus banyak pilih sih benar mau makan apa di sini mau gurame mau kakap bawal kerang cumi udang macem macem deh asal jangan pesan ikan kembung saja tidak ada di sini
"berlokasi di salah satu tempat belanja dan rekreasi di cihampelas wali bandung , resto ini tidak mengecewakan . sajian nya cukup beragam . untuk rasanya , resto ini bisa menyajikan nya dengan cukup enak dan nikmat , sangat cocok untuk bersantap dengan pasangan atau keluarga .",positive,lokasi di salah satu tempat belanja dan rekreasi di cihampelas wali bandung resto ini tidak kecewa saji nya cukup agam untuk rasa resto ini bisa saji nya dengan cukup enak dan nikmat sangat cocok untuk santap dengan pasang atau keluarga
dizaman ini masih ada mbak mbak online shop yang tidak tahu aplikasi gojek gocar gosend ya allah bodoh sekali : jualan dihutan aku rasa,negative,zaman ini masih ada mbak mbak online shop yang tidak tahu aplikasi gojek gocar gosend ya allah bodoh sekali jual di hutan aku rasa
"restoran ini juga terletak di tempat stategis yaitu jalan dago . tepat nya di sebelah hotel holiday inn . sesuai judul nya , restoran ini menyediakan berbagai menu masakan aceh . favorit saya adalah mi aceh . harga standar tapi tidak terlalu mahal . jangan lupa coba roti canai nya",positive,restoran ini juga letak di tempat stategis yaitu jalan dago tepat nya di belah hotel holiday inn sesuai judul nya restoran ini sedia bagai menu masakan aceh favorit saya adalah mi aceh harga standar tapi tidak terlalu mahal jangan lupa coba roti canai nya
bihun goreng nya enak . bisa minta tidak banyak minyak . makanan di sini mengandung babi jadi tidak halal . es teh tawar porsi nya besar dan memuaskan .,positive,bihun goreng nya enak bisa minta tidak banyak minyak makan di sini kandung babi jadi tidak halal es teh tawar porsi nya besar dan muas
lokasi tes tidak jelas . ditelepon tidak diangkat . di email cuma auto reply . tidak rekomendasi . aku baru sadar something adalah wong pas mampir ke kantor nya dan mereka cerita bahwa pernah held tes di hotel dan ruang sebelah ada kondangan . they told that without remorse,negative,lokasi tes tidak jelas telepon tidak angkat di email cuma auto reply tidak rekomendasi aku baru sadar something adalah orang pas mampir ke kantor nya dan mereka cerita bahwa pernah held tes di hotel dan ruang belah ada kondangan they told that tanpa remorse
"sate kambing dan gulai kambing nya maknyus , penyajian makannan nya juga sangat cepat . tempat nya cukup bersih",positive,sate kambing dan gulai kambing nya maknyus saji makannan nya juga sangat cepat tempat nya cukup bersih
"yue ke hotel yang di mongkok hongkong , tidak ada ! bulan juni lalu , saya booked dan sudah bayar untuk 2 kamar . tapi hotel tidak ditemukan",negative,yue ke hotel yang di mongkok hongkong tidak ada bulan juni lalu saya booked dan sudah bayar untuk   kamar tapi hotel tidak temu
"poach salmon nya enak , pelayanan nya enak , scenery nya mantap . tank to amanda dan worth it banget deh . pasti kembali lagi",positive,poach salmon nya enak layan nya enak scenery nya mantap tank to amanda dan worth it banget deh pasti kembali lagi
orang cina makanan legendaris sudah lama banget nih orang cina makanan satu ini semuanya enak yang tidak enak cuma parkir nya saja aujubila susah nya parkir harus di seberang karena depan resto trotoar . jadi harus sabar sekali-sekali . sedih deh .,negative,orang cina makan legendaris sudah lama banget nih orang cina makan satu ini semua enak yang tidak enak cuma parkir nya saja aujubila susah nya parkir harus di seberang karena depan resto trotoar jadi harus sabar sekali sedih deh
makan di restoran pizza ini paling enak jika bersama teman . menikmati paket sensasi delight yang harga nya sangat terjangkau oleh semua kalangan .,positive,makan di restoran pizza ini paling enak jika sama teman nikmat paket sensasi delight yang harga nya sangat jangkau oleh semua kalang
"hasil quick count pilgub kaltim 2018 , isran - hadi unggul",neutral,hasil quick count pilih gubernur kalimantan timur      isran   had unggul
kenapa kamu jerat buni yani undang-undang ite ? padahal jelas-jelas itu video berasal dari youtube yang diunggah oleh pemprov itu sendiri . harus nya yang kena undang-undang ite itu pemprov bukan buni yani . ya kan ?,negative,kenapa kamu jerat buni yani undang informasi transaksi elektronik padahal jelas itu video asal dari youtube yang unggah oleh perintah provinsi itu sendiri harus nya yang kena undang informasi transaksi elektronik itu perintah provinsi bukan buni yani ya kan
"paket gim benar-benar mantap ! yang megah harus makan di sini , dijamin makin keren ! bravo !",positive,paket gim benar mantap yang megah harus makan di sini jamin makin keren bravo
"di dekat gubernuran , tidak jauh dari jembatan penyebrangan , ada gang yang di dalam nya terdapat makanan yang sudah ada sejak zaman ibu saya . rasa kuah lontong kari kental dan agak manis , cocok ditambahkan acar yang ada di meja . porsi nya mengenyangkan",positive,di dekat gubernur tidak jauh dari jembatan penyebrangan ada gang yang di dalam nya dapat makan yang sudah ada sejak zaman ibu saya rasa kuah lontong kari kental dan agak manis cocok tambah acar yang ada di meja porsi nya kenyang
"berada di tengah tengah jalan braga , tempat nya lumayan enak untuk nongkrong , ada live musik , makanan nya pun lumayan .",positive,ada di tengah tengah jalan braga tempat nya lumayan enak untuk nongkrong ada live musik makan nya pun lumayan
"sebagai pengguna setia produk mereka , kecewa banget sama pelayanan pusat servis asus yang tidak jujur dan menyepelekan pendapat pelanggan .",negative,bagai guna setia produk mereka kecewa banget sama layan pusat servis asus yang tidak jujur dan sepele dapat langgan
"tempat makan pasta yang sudah tidak asing lagi apa lagi kalau bukan pizza hut . posisi pizza di tempat ini sangat nyaman inside mal atau outside mal berhadapan langsung dengan jalan merdeka anda bisa memanjakan mata sekadar melihat rutinitas orang-orang di sekeliling , letak sangat strategis dapat di lalu dengan angkutan umum .",positive,tempat makan pasta yang sudah tidak asing lagi apa lagi kalau bukan pizza hari ulang tahun posisi pizza di tempat ini sangat nyaman inside mal atau outside mal hadap langsung dengan jalan merdeka anda bisa manja mata sekadar lihat rutinitas orang di keliling letak sangat strategis dapat di lalu dengan angkut umum
"tempat makan ini nengusung konsep kembali to alam , kita makan di saung . dan sepanjang jalan menuju saung kita akan disuguhi pemandangan indah . suasana makan cukup nyaman , pelayanan cepat . rasanya enggan pulang , harga relatif standart tidak mahal untuk sekelas itu . rasa makanan sebenarnya standart saja , yang pasti suasana yang mantap .",positive,tempat makan ini nengusung konsep kembali to alam kita makan di saung dan panjang jalan tuju saung kita akan suguh pandang indah suasana makan cukup nyaman layan cepat rasa enggan pulang harga relatif standart tidak mahal untuk kelas itu rasa makan benar standart saja yang pasti suasana yang mantap
"memberi cabai nya tidak pelit , masak nya cepat banget , rasanya enak , cuma kurang sayuran saja . tapi enak",positive,beri cabai nya tidak pelit masak nya cepat banget rasa enak cuma kurang sayur saja tapi enak
saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,negative,saya tadi penasaran dengan tempat ini karena di tempat nya banyak sekali foto kunjung para artis ke tempat ini tapi pas saya pesan makan unggul di tempat ini saya rasa tidak setinggi pikir saya yang ada biasa saja dan keras jadi aneh bagi saya tempat ini bisa begitu kenal nya
"kang , jalan di muararajeun baru , baru sebulanan dibenarkan , sudah rusak lagi . yang mengerjakan seperti tidak serius",negative,kang jalan di muararajeun baru baru bulan benar sudah rusak lagi yang kerja seperti tidak serius
jangan pernah kecewa dengan apa yang diberikan oleh tuhan,positive,jangan pernah kecewa dengan apa yang beri oleh tuhan
"masakan jepang ada yang saya suka dan ada yang tidak , tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga . dan tempat ini juga menyediakan tempat bermain untuk anak-anak harga makan di resto ini agak tinggi sih . tapi enak sekali masakan nya .",positive,masakan jepang ada yang saya suka dan ada yang tidak tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga dan tempat ini juga sedia tempat main untuk anak harga makan di resto ini agak tinggi sih tapi enak sekali masakan nya
"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",positive,tempat nya sih biasa saja tidak ada yang istimewa bahkan turut saya tempat nya ini jadi sedikit nilai minus untuk nilai kali ini parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja tapi lain lagi kalau kita bicara soal makan karena untuk urus ini red dipo punya banyak nilai plus makan nya variasi dengan rasa yang di atas rata
"makan kaki kambing paha yang empuk dan lumayam besar untuk ukuran medium , pas untuk satu orang , makan tanpa nasi , dengan es lemon tea . segar kekurangan nya hanya tempat nya berasap , wajar kan namanyanjg kambing bakar hehehe",positive,makan kaki kambing paha yang empuk dan lumayam besar untuk ukur medium pas untuk satu orang makan tanpa nasi dengan es lemon tea segar kurang nya hanya tempat nya asap wajar kan namanyanjg kambing bakar hehe
bukti bahwa sunda memang gudang mode dan makanan . tidak dapat dijelaskan bagaimana enak nya bakmi parahiyangan . pokok nya pasti ketagihan,positive,bukti bahwa sunda memang gudang mode dan makan tidak dapat jelas bagaimana enak nya bakmi parahiyangan pokok nya pasti tagih
sebenarnya barang kw juga banyak yang bagus kualitas . seringkali nih ya ternyata pas kita lihat eh ternyata barang nya memang bagus bahan nya,positive,benar barang kw juga banyak yang bagus kualitas seringkali nih ya nyata pas kita lihat eh nyata barang nya memang bagus bahan nya
"melihat itu kader demokrat ribut dengan pak hnw dari pks , hanya karena demiz tidak jadi dicalonkan , jijik baca nya",negative,lihat itu kader demokrat ribut dengan pak hnw dari partai adil sejahtera hanya karena demiz tidak jadi calon jijik baca nya
"saat makan di sini kebetulan saat libur panjang kemerdekaan 17 agustus . diperlukan waktu 40 menit lebih untuk antre . sistem pesan terlebih dahulu saat reservasi tidak diijinkan , padahal dapat menghemat waktu . tempat solat berada di depan pintu masuk dan permainan seni yang dimainkan sangat berdekatan dengan musola sehingga sangat menganggu ibadah . satu hal yang paling menakjubkan adalah suasana alam yang menyatu .",positive,saat makan di sini betul saat libur panjang merdeka    agustus perlu waktu    menit lebih untuk antre sistem pesan lebih dahulu saat reservasi tidak izin padahal dapat hemat waktu tempat salat ada di depan pintu masuk dan main seni yang main sangat dekat dengan musola sehingga sangat menganggu ibadah satu hal yang paling takjub adalah suasana alam yang satu
"tak usah nonton film itu , bahasa jawa semua . sudah tidak mengerti , tidak punya teks , jelek lagi film nya . tindak pantas tayang di layar besar .",negative,tak usah tonton film itu bahasa jawa semua sudah tidak erti tidak punya teks jelek lagi film nya tindak pantas tayang di layar besar
cha-cha itu makanan ringan terenak dan tepat buat menemani waktu tugas,positive,cha cha itu makan ringan enak dan tepat buat tani waktu tugas
"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",negative,ini sih monyet bawah gue nama nya saja anonim kecut pakai simbol bisa nya cuma kata orang memang hidup situ benar anjing nama saja tidak berani sebut malu ya mending apa takut
kami sudah bosan dengan janji-janji kalian,negative,kami sudah bosan dengan janji kalian
"tempat yang cocok untuk relax dengan keluarga , pelayanan nya bagus , makanan enak dan yang pemandangan / pemandangan nya mantap .",positive,tempat yang cocok untuk relax dengan keluarga layan nya bagus makan enak dan yang pandang pandang nya mantap
fadli zon anjing kau . tidak usah kau sok polos .,negative,fadli zon anjing kamu tidak usah kamu sok polos
paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,positive,paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites harga cukup murah layan cukup baik tempat strategis
